smiles,sr-are
CC(CO)CO,0.0
C=C(C)C(=O)OCCCCCCCCCCCCC,0.0
C=C(C)C(=O)OCCC[Si](OC)(OC)OC,0.0
C=CC(C)CCC=C(C)C,0.0
C=CCCCCCCCCCCC,0.0
C=CCOC(C)=O,0.0
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,0.0
CCCOC(=O)CCCCC(=O)OCCC,0.0
CCCCCCCCCCN,0.0
CCCCNP(N)(N)=S,0.0
CC(C)OC(=O)CCC(=O)OC(C)C,0.0
OC[C@H](O)[C@H](O)CO,0.0
N[C@@H](CS)C(=O)O,0.0
CC(C)(O)C(Cl)(Cl)Cl,0.0
CCC(C)CCCC(C)(C)O,0.0
NC(CS)C(=O)O,0.0
CC(C)(C)NC(N)=O,0.0
CCCCCCCCCCCC[N+](C)(C)C,1.0
CCCCCCCCCCCCCC[N+](C)(C)C,1.0
CCO[Si](CCCNC(N)=O)(OCC)OCC,0.0
CCCCCCOC(=O)CC,0.0
CC/C=C\CCOC(=O)C(C)C,0.0
CC/C=C\CCCCCO,0.0
CC[N+](C)(CC)CC,0.0
O=C(O)CF,0.0
ClCCN(CCCl)CCCl,1.0
CCCCCCCCCCCCCC/C(O)=N\C(CO)CCCCCCCCCCCCCC,0.0
CC(=O)NO,0.0
[Fe+3],0.0
CCBr,0.0
ClC(Cl)Br,0.0
OB(O)O,0.0
O=C(O)[C@H](O)[C@@H](O)C(=O)O,0.0
COCC(O)CO,0.0
O=C(O)CC(O)C(=O)O,0.0
C=C(C)C(=O)OCCC[Si](Cl)(Cl)Cl,0.0
CCCCC(CC)(CO)CO,0.0
CC(C)OCCO,0.0
CN(C)CCCN(C)C,0.0
CC(C)CCO,0.0
C=C(C)C(=O)OCC(C)C,0.0
C=C(C)C(=O)OCCCCCCCC(C)C,0.0
CC(=O)CCl,0.0
CCCCCCC(=O)OCC,0.0
CCOC(=O)CC,0.0
C=CC(=O)NC(C)(C)C,0.0
COC(=O)CCCCC(=O)OC,0.0
ClCC(Cl)CCl,0.0
OCCOCCOCCO,0.0
OCCN(CCO)CCO,0.0
N#CN,0.0
C=CCCCCCCC=C,0.0
CCCC[Sn](CCCC)(CCCC)CCCC,1.0
Cl[In](Cl)Cl,1.0
O=CO[AlH3](OC=O)OC=O,0.0
CCCCOC(=O)CO,0.0
CN(C)C(C)(C)CO,0.0
CC(=O)O[AlH3](O)O,0.0
[As]#[In],0.0
COS(=O)(=O)[O-],0.0
COCCOC(=O)CC#N,0.0
COC(C)=O,0.0
CC(O)CC(C)O,0.0
CC(=O)OCC[N+](C)(C)C,0.0
COCCOCCOC,0.0
NC(=O)NNC(N)=O,0.0
COC(=O)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)\C=C/C(=O)O,1.0
CC(=O)C(=O)[O-],0.0
COCCCCCCCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,1.0
O=S(=O)([O-])[O-].[Li+].[Li+],0.0
CCCCCBr,0.0
CS(=O)(=O)Cl,0.0
NC/C=C/C(=O)O,0.0
COCCOC,0.0
CCOCCOCC,0.0
O=C(O)CCC(=O)C(=O)O,0.0
S=C([S-])NCCNC(=S)[S-],1.0
C[N+](=O)[O-],1.0
C[N+]([O-])(CCCl)CCCl,0.0
CCCCC(CC)CO,0.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0
C=CC(=O)O[Sn](CCCC)(CCCC)CCCC,1.0
CCCCOCCOCCOCCCC,0.0
C#CC(C)(C)O,0.0
CCCCCCCCCCO,0.0
CCCCCCCCCCCCCO,0.0
CCCCCCCCO,0.0
CCOCCOCCO,0.0
CCCCCCCCCC(C)=O,0.0
CCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCC,0.0
CC(=O)O,0.0
CC(=O)OC(C)=O,0.0
CC(=O)C(C)O,0.0
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,0.0
CCC(C)S,0.0
CCCCCCCCCCCCCCCCCCO,0.0
C=CCCCCCCCCCCCCCCCC,0.0
CCCCCCCC/C=C\CCCCCCCCN,0.0
CCCCCCCCCCCCCCCC(=O)OC,0.0
COC(=O)CC(=O)OC,0.0
CCCC(C)C,0.0
O=C(O)C(Cl)(Cl)Cl,0.0
FC(F)(Cl)C(F)(Cl)Cl,0.0
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,0.0
BrC(Br)Br,0.0
CC/C=C/CCO,0.0
CC/C=C\CCO,0.0
COP(=O)(NC(C)=O)SC,0.0
CC(C)CCCC(=O)O,0.0
COC(C)(C)CCCC(C)CC=O,0.0
ClP(Cl)(Cl)(Cl)Cl,0.0
CCC(Cl)CC(Cl)C(Cl)C(Cl)C(Cl)C(C)Cl,0.0
C=C[Si](C)(C)O[Si](C)(C)C=C,0.0
CCCC(C)(COC(N)=O)COC(N)=O,0.0
CCCC(=O)OC(=O)CCC,0.0
CC(C)=CCC/C(C)=C\CO,0.0
CCCCCCC(O)CCCCCCCCCCC(=O)O,1.0
CC(C)=CCC/C(C)=C/CO,0.0
CC(C)=CCCC(C)CCO,0.0
CCCCON=O,0.0
CCCCCCCOC(C)=O,0.0
O=C(O)C(Cl)Br,1.0
O=C(O)C(Cl)(Cl)Br,0.0
NC(CCC(=O)O)C(=O)O,0.0
OCCCCCCCl,0.0
O=C[C@@H](O)[C@H](O)[C@H](O)CO,0.0
CC(C)=CC(=O)C=C(C)C,0.0
CC(C)(CCC(=O)O)C(=O)O,0.0
CC(=O)CCC=C(C)CCC=C(C)C,0.0
CC(C)(CC(=O)O)C(=O)O,0.0
CC(=O)C(C)=O,0.0
C=COCC(C)C,0.0
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,0.0
CC(C)=CC=O,0.0
CC(C)(C#N)C(C)(C)C#N,0.0
CN(C)CCN(C)C,0.0
CSSC,0.0
CC(C)C(C)C,0.0
CCC(C)(C)C,0.0
CC(Cl)(Cl)[N+](=O)[O-],0.0
CCCCCCCCC=O,0.0
CC(C)C(=O)O,0.0
O=[N+]([O-])C(Br)Br,1.0
CCC(C)C(C)=O,0.0
CC(C)C=O,0.0
CC(CCC(=O)O)C(=O)O,0.0
CCCC(C)C(=O)O,0.0
NCCCNCCSP(=O)(O)O,0.0
CNC(=S)NN,0.0
CC(=N\O)/C(C)=N/O,0.0
O=S(=O)(O)C(F)(F)F,0.0
COCCOCCOCCOCCOC,0.0
CCO[Si](C)(OCC)OCC,0.0
CCCCC[Si](OCC)(OCC)OCC,0.0
O=C(O)CCCCCCCCCCC(=O)O,0.0
CCC(C)NC(N)=O,0.0
CCCC[Sn](Cl)(Cl)CCCC,1.0
C=C(C)C(=O)OCC(CC)CCCC,0.0
[C-]#N.[Cu+],0.0
CC(C)(C)C(=O)CCl,0.0
CCC(C)(C#N)/N=N/C(C)(C#N)CC,0.0
CC(S)C(=O)NCC(=O)O,0.0
C=CCCCCCCCCC(=O)O,0.0
CCCCNC(N)=O,0.0
N#CCN(CC#N)CCN(CC#N)CC#N,0.0
CC(O)C(CO)C(C)O,0.0
COCCOCCOCCOCCOCCO,0.0
CC(CC(=O)Cl)CC(C)(C)C,0.0
CC/C=C\CCCCCCCCCCOC(C)=O,0.0
C=C(C)C(=O)OCC(C)O,0.0
CCCCCCCCBr,0.0
CCCCCCCCCCCCO,0.0
C=CCCCCCCCCCC,0.0
CCCCCCCCCCCO,0.0
COCCOCCOCCO,0.0
CCCCCCCCCCCC,0.0
C[N+](C)(C)CC(O)CCl,0.0
C=C(C)C(=O)NCCCN(C)C,0.0
C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,0.0
CCC(CO)CO,0.0
CC(CN)CC(C)(C)CCN,0.0
CC(C)CC(C)(N)C#N,0.0
CNC(=S)[S-],0.0
CC(C)COC(=O)CC(C(=O)OCC(C)C)S(=O)(=O)[O-],0.0
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,0.0
[SnH2+2],0.0
COCCO,0.0
COC(=O)Cl,0.0
CCCCCCCCCCCCCCCCCCOCCO,0.0
COC(=O)C(C)O,0.0
CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,0.0
C=CC(Cl)CCl,0.0
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0
C[N+](C)(C)CCCCCC[N+](C)(C)C,0.0
COC(=O)CCCCCCCCC(=O)OC,0.0
O=[Se]([O-])[O-],0.0
CCOC(=S)[S-],1.0
CCCCN(CCCC)C(=S)[S-],0.0
CCCCCCCCCCCCCCCCBr,0.0
CCOC(=O)C=CC(=O)O,1.0
N#CCNCC#N,0.0
CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-],1.0
OCCCCO,0.0
CCCC=NO,0.0
C/C(=N\O)[C@@H](C)NCC(C)(C)CN[C@H](C)/C(C)=N/O,0.0
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0
Cl[Au](Cl)Cl,1.0
C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,1.0
O=C[O-],0.0
CCO[Si](CC)(OCC)OCC,0.0
CCC=O,0.0
O=C(O)CC(=O)O,1.0
CC(=O)C(=O)O,1.0
CCCCCCCCCCCCCCC(=O)O,0.0
CCCCC(=O)O,0.0
O=[N+]([O-])[O-].[Na+],0.0
O=C(O)CN(CC(=O)O)CC(=O)O,1.0
CCOP(=O)(OCC)SCCSCC,0.0
CCCCN,0.0
N#CCC#N,0.0
CCNCC,0.0
CCCCCCCCCC(=O)N(C)C,0.0
CC(CCO)CCCC(C)(C)O,0.0
C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,1.0
CCCCCl,0.0
OCCBr,1.0
CC(C)CCCO,0.0
CC/C=C/CCCCCCCCCCOC(C)=O,0.0
C=CC(=O)OCCCCOC(=O)C=C,1.0
CCCCCCI,0.0
CCCCCCCCCCCCCCCBr,0.0
CCOC(=O)CS,0.0
CCCOC(=O)C(C)O,0.0
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,0.0
CC(C)(C#N)/N=N/C(C)(C)C#N,0.0
CC/C=C\C#N,0.0
COP(OC)OC,0.0
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,0.0
CC/C=C\CC/C=C/CO,0.0
C=C(C)CCC[C@H](C)CCO,0.0
CCCC(C)C(=O)OCC,0.0
OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO,1.0
OC[P+](CO)(CO)CO,1.0
O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.0
CCCC(CC)CCCCCCCN,0.0
C=C(C)C(=O)OCC,0.0
CCOS(C)(=O)=O,0.0
CCCCC(CC)COCCCN,0.0
CCCCC(CC)COCCC#N,0.0
C[Si](C)(C)O[Si](C)(C)C,0.0
C=C(C)CC(C)(C)C,0.0
